N°;Departamento;Municipio;Deporte 1;Deporte 2;Deporte 3;Deporte 4;Edad;Género;Grupo étnico;Condición de discapacidad;Grupo Vulnerable;Día inscripción;"Mes
inscripción";Año inscripción
14122;Bolívar;SAN JACINTO DEL CAUCA;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ninguna;No;Ninguna;24;8;2020
14124;Bolívar;SAN JACINTO DEL CAUCA;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;12;9;2020
14162;Bolívar;San Juan Nepomuceno;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ninguna;SI;Ninguna;15;9;2020
14168;Atlántico;Suan;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;23;6;2020
14169;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;24;6;2020
14172;Atlántico;Suan;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;23;6;2020
14173;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;24;6;2020
14176;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;20;8;2020
14179;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;23;6;2020
14183;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;28;8;2020
14186;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;26;8;2020
14194;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;23;6;2020
14195;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;23;6;2020
14197;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Ninguna;23;6;2020
14203;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;No;Visual;16;9;2020
14204;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;SI;Ninguna;16;9;2020
14205;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ninguna;No;Ninguna;19;9;2020
14206;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ninguna;No;Ninguna;16;9;2020
14208;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;16;9;2020
14210;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Visual;16;9;2020
14211;Bolívar;San Juan Nepomuceno;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;AFRO;SI;Ninguna;16;9;2020
14213;Bolívar;San Juan Nepomuceno;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;SI;Ninguna;16;4;2020
14218;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;10;7;2020
14222;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;23;6;2020
14235;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;23;6;2020
14240;Bolívar;El carmen de bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Campesino;SI;Ninguna;10;9;2020
14241;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;23;6;2020
14243;Bolívar;El carmen de bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Campesino;SI;Ninguna;10;9;2020
14245;Bolívar;El carmen de bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;SI;Ninguna;10;9;2020
14249;Bolívar;El carmen de bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;SI;Ninguna;10;9;2020
14250;Bolívar;El carmen de bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;SI;Ninguna;10;9;2020
14251;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;23;6;2020
14254;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;24;6;2020
14257;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Visual;23;6;2020
14265;Bolívar;El carmen de bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;SI;Ninguna;10;9;2020
14267;Bolívar;El carmen de bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;SI;Ninguna;10;9;2020
14282;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;18;8;2020
14284;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;3;8;2020
14285;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Raizal;No;Ninguna;6;8;2020
14287;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Raizal;No;Ninguna;6;8;2020
14288;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;23;6;2020
14290;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Raizal;No;Ninguna;6;8;2020
14292;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Raizal;No;Ninguna;6;8;2020
14293;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Raizal;No;Ninguna;6;8;2020
14294;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;23;6;2020
14295;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Raizal;No;Ninguna;6;8;2020
14297;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Raizal;No;Ninguna;28;7;2020
14299;Atlántico;piojo;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Raizal;No;Ninguna;28;7;2020
14300;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;23;6;2020
14304;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;23;6;2020
14323;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;23;6;2020
14325;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;24;6;2020
14330;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;23;6;2020
14341;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;17;9;2020
14344;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;17;9;2020
14356;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;24;6;2020
14359;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;17;9;2020
14360;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;17;9;2020
14363;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;23;6;2020
14365;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Visual;17;9;2020
14368;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;17;9;2020
14370;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;17;9;2020
14371;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Ninguna;No;Ninguna;25;6;2020
14372;Atlántico;Repelon;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;AFRO;No;Ninguna;27;6;2020
14373;Atlántico;Repelon;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;AFRO;No;Ninguna;27;6;2020
14380;Atlántico;Palmar de Varela;Karate;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Visual;18;9;2020
14386;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;SI;Ninguna;29;8;2020
14392;Bolívar;San Jacinto Bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;SI;Ninguna;29;8;2020
14399;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;10;9;2020
14400;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;20;8;2020
14401;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;20;9;2020
14405;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;20;8;2020
14415;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;20;8;2020
14416;Bolívar;CANTAGALLO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;18;9;2020
14417;Bolívar;el guamo;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;16;9;2020
14420;Bolívar;EL GUAMO;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Raizal;SI;Ninguna;16;9;2020
14423;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;5;8;2020
14426;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;17;8;2020
14429;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;30;6;2020
14432;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Ninguna;No;Ninguna;4;9;2020
14437;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;31;7;2020
14440;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;4;9;2020
14441;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;30;6;2020
14445;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;4;9;2020
14446;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;26;5;2020
14448;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;11;8;2020
14449;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;11;9;2020
14452;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;11;9;2020
14453;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;11;9;2020
14454;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;11;9;2020
14456;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Ninguna;No;Ninguna;11;9;2020
14457;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;11;9;2020
14458;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;11;9;2020
14459;Atlántico;Santa Lucia;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;No;Ninguna;5;8;2020
14460;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;11;9;2020
14461;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;11;9;2020
14464;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;11;9;2020
14466;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;11;9;2020
14467;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;11;9;2020
14469;Atlántico;POLONUEVO;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;11;9;2020
14470;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;9;7;2020
14499;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;7;8;2020
14507;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Campesino;No;Ninguna;13;7;2020
14509;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Campesino;No;Ninguna;9;7;2020
14511;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Campesino;No;Ninguna;7;8;2020
14516;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Femenino;Campesino;No;Ninguna;9;7;2020
14519;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;AFRO;No;Ninguna;26;6;2020
14523;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;21;8;2020
14570;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;No;Ninguna;23;6;2020
14575;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;24;6;2020
14587;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;24;6;2020
14605;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;16;7;2020
14606;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;16;7;2020
14607;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;23;6;2020
14689;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;24;6;2020
14691;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;11;Masculino;Ninguna;No;Ninguna;24;6;2020
14700;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;24;8;2020
14705;Atlántico;Sabanagrande;Patinaje de velocidad;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;No;Ninguna;4;9;2020
14706;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;24;8;2020
14712;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;24;8;2020
14719;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;9;7;2020
14725;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;9;7;2020
14735;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;9;7;2020
14741;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;9;9;2020
14745;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;9;9;2020
14804;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;9;9;2020
14811;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Ninguna;No;Ninguna;9;9;2020
14815;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;9;7;2020
14820;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;23;6;2020
14826;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;24;6;2020
14834;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Campesino;No;Ninguna;9;7;2020
14836;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Campesino;No;Ninguna;9;7;2020
14838;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Campesino;No;Ninguna;20;8;2020
14839;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Campesino;No;Ninguna;4;9;2020
14842;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Campesino;No;Ninguna;20;8;2020
14844;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Campesino;No;Ninguna;25;6;2020
14845;Atlántico;Candelaria;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Campesino;No;Ninguna;25;6;2020
14847;Atlántico;Luruaco;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;23;6;2020
14857;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ninguna;No;Ninguna;23;6;2020
14858;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;23;6;2020
14912;Atlántico;Manatí;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;19;6;2020
14914;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ninguna;No;Ninguna;20;8;2020
14918;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Femenino;Ninguna;No;Ninguna;9;7;2020
14925;Atlántico;SUAN;Voleibol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ninguna;No;Ninguna;9;7;2020
14934;Atlántico;Manatí;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ninguna;No;Ninguna;26;8;2020
14955;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ninguna;No;Ninguna;10;7;2020
14965;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;12;Masculino;Ninguna;No;Ninguna;16;7;2020
14970;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;16;7;2020
14971;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ninguna;No;Ninguna;16;7;2020
14972;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;26;6;2020
14973;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;26;6;2020
14974;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;24;6;2020
14975;Atlántico;LURUACO;Beisbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Masculino;Ninguna;No;Ninguna;24;6;2020
14982;Bolívar;El carmen de bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Campesino;No;Ninguna;14;9;2020
14983;Bolívar;El carmen de bolivar;Fútbol;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Campesino;SI;Ninguna;14;9;2020
